symbol,reason
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
-,empty_history
