date,symbol,total_net_value,top_buyer,top_buyer_concentration,top_buyer_net_value,num_buyers,num_sellers,num_brokers,retail_broker_ratio
2025-09-01,AADI,13717747500.0,AK,0.5618757892740864,39261585000.0,10,10,20,0.25
2025-09-01,AALI,-20305000.0,AK,0.637784208458307,2453605000.0,10,10,20,0.25
2025-09-01,ABBA,45300.0,AK,0.982114653827378,16400000.0,4,10,14,0.35714285714285715
2025-09-01,ABDA,0.0,XC,1.0,340000.0,1,1,2,0.5
2025-09-01,ABMM,-93079000.0,KK,0.4994633663858826,515614000.0,10,10,20,0.2
2025-09-01,ACES,-677688000.0,NI,0.4545334730329463,2862889200.0,10,10,20,0.25
2025-09-01,ACRO,-578500.0,PD,0.7387951217545816,147625000.0,10,10,20,0.25
2025-09-01,ACST,18537200.0,PD,0.5212944762020221,293506500.0,10,10,20,0.25
2025-09-01,ADCP,-24301200.0,XL,0.6435375250762276,748770100.0,10,10,20,0.25
2025-09-01,ADES,0.0,XL,0.8318871911414701,524332500.0,8,9,17,0.29411764705882354
2025-09-01,ADHI,-123963200.0,AT,0.5568091549324317,667450200.0,10,10,20,0.25
2025-09-01,ADMF,-88312500.0,YP,0.5898373458494077,563050000.0,10,8,18,0.2222222222222222
2025-09-01,ADMG,983400.0,XL,0.7986221962149046,61135500.0,10,10,20,0.25
2025-09-01,ADMR,-714078500.0,AZ,0.4059747600150161,1531321000.0,10,10,20,0.25
2025-09-01,ADRO,-3813217000.0,MG,0.4967147811607318,16403104500.0,10,10,20,0.25
2025-09-01,AEGS,-33200.0,GR,0.8551312655084797,62947500.0,10,10,20,0.2
2025-09-01,AGAR,0.0,MG,0.7792125889666356,2868400.0,6,9,15,0.3333333333333333
2025-09-01,AGII,-114244500.0,AK,0.5085059885858494,425822500.0,10,7,17,0.29411764705882354
2025-09-01,AGRO,-49415600.0,GR,0.4370895261432492,575219800.0,10,10,20,0.25
2025-09-01,AGRS,-2033000.0,PD,0.6689855305847707,222086300.0,10,10,20,0.25
2025-09-01,AHAP,33004900.0,YB,0.5399310540950982,104913400.0,10,10,20,0.25
