symbol,date,close,volume,ret_1,vol_ratio,ret_1_lag1,ret_1_lag2,ret_1_lag3,vol_ratio_lag1,vol_ratio_lag2,vol_ratio_lag3,is_price_lt_500,top_buyer,top_buyer_concentration,top_buyer_net_value,total_net_value,num_buyers,num_sellers,num_brokers,retail_broker_ratio,price_source_date,broker_source_date,age_price_days,age_broker_days,is_market_closed
APIC,2025-09-04,1140.0,4247200.0,-0.017241379310344862,0.7746830825353397,,,,1.0,,,0,BR,0.221135226022471,273950500.0,-50606500.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,0,0.0,0
APII,2025-09-04,176.0,61100.0,0.0,0.712536443148688,,,,1.0,,,1,PD,0.495775119216933,1777800.0,0.0,3.0,5.0,8.0,0.0,2025-09-04,2025-09-04,0,0.0,0
APLI,2025-09-04,480.0,9700.0,-0.040000000000000036,0.6621160409556314,,,,1.0,,,1,NI,0.7785372975842846,2346200.0,0.0,4.0,3.0,7.0,0.0,2025-09-04,2025-09-04,0,0.0,0
APLN,2025-09-04,103.0,15391400.0,-0.01904761904761909,0.8455953653062738,,,,1.0,,,1,CD,0.2652002992239132,197289000.0,-100012300.0,10.0,7.0,17.0,0.0,2025-09-04,2025-09-04,0,0.0,0
ARCI,2025-09-04,850.0,107894200.0,-0.05555555555555558,0.5063627263208729,,,,1.0,,,0,YU,0.2268950112238532,5916197000.0,-3650887000.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,0,0.0,0
AREA,2025-09-04,515.0,1231700.0,-0.01904761904761909,1.0001217977345622,,,,1.0,,,0,CD,0.2765422847193141,50188000.0,-459000.0,10.0,9.0,19.0,0.0,2025-09-04,2025-09-04,0,0.0,0
ARGO,2025-09-04,1350.0,38200.0,0.015037593984962516,0.8526785714285714,,,,1.0,,,0,XC,0.4521507463213239,12813500.0,0.0,6.0,6.0,12.0,0.0,2025-09-04,2025-09-04,0,0.0,0
ARII,2025-09-04,258.0,66600.0,-0.007692307692307665,0.33747149733975174,,,,1.0,,,1,XL,0.7682270485420092,8878400.0,0.0,4.0,8.0,12.0,0.0,2025-09-04,2025-09-04,0,0.0,0
ARKA,2025-09-04,39.0,12919200.0,0.08333333333333326,0.9762681125196002,,,,1.0,,,1,MG,0.3586884949721175,116737000.0,21226200.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,0,0.0,0
ARKO,2025-09-04,1355.0,549900.0,0.0074349442379182396,0.46748278500382556,,,,1.0,,,0,GA,0.5673028525914164,269940000.0,12984500.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,0,0.0,0
