symbol,date,close,volume,ret_1,vol_ratio,ret_1_lag1,ret_1_lag2,ret_1_lag3,vol_ratio_lag1,vol_ratio_lag2,vol_ratio_lag3,is_price_lt_500,top_buyer,top_buyer_concentration,top_buyer_net_value,total_net_value,num_buyers,num_sellers,num_brokers,retail_broker_ratio,price_source_date,broker_source_date,age_price_days,age_broker_days,is_market_closed
AADI,2025-09-08,7075.0,9577300.0,-0.024137931034482807,0.603977410678531,0.0,0.0,0.0,0.8020802898381347,0.7642645359762803,0.7085849981931753,0,,,,,,,,,2025-09-08,,0,,0
AALI,2025-09-08,7300.0,1349700.0,-0.006802721088435382,1.247623596111479,0.0,0.0,0.0,0.866237454290827,0.8382072697329725,0.7953151973331747,0,,,,,,,,,2025-09-08,,0,,0
ABBA,2025-09-08,43.0,1369000.0,0.023809523809523725,1.1285447351066167,0.0,0.0,0.0,1.0946965851017023,1.1212410087529248,1.168462881570233,1,,,,,,,,,2025-09-08,,0,,0
ABDA,2025-09-08,3400.0,200.0,0.0,1.7142857142857142,0.0,0.0,0.0,1.0,1.0,1.0,0,,,,,,,,,2025-09-08,,0,,0
ABMM,2025-09-08,2940.0,767600.0,-0.006756756756756799,1.3691251226255239,0.0,0.0,0.0,0.9276662943419481,0.9111888773290456,0.8849898952783392,0,,,,,,,,,2025-09-08,,0,,0
ACES,2025-09-08,432.0,68998800.0,-0.018181818181818188,1.1972345136902098,0.0,0.0,0.0,0.9069857846376396,0.8863744291270123,0.854027957714736,1,,,,,,,,,2025-09-08,,0,,0
ACRO,2025-09-08,83.0,10685600.0,-0.02352941176470591,0.2930210875586146,0.0,0.0,0.0,1.1863072780424802,1.2442609979689854,1.354548812915827,1,,,,,,,,,2025-09-08,,0,,0
ACST,2025-09-08,139.0,16091400.0,-0.03472222222222221,0.34645233034768175,0.0,0.0,0.0,0.5397662250714909,0.48406989616156837,0.4130371325923944,1,,,,,,,,,2025-09-08,,0,,0
ADCP,2025-09-08,62.0,164755600.0,0.0,0.36718542861619297,0.0,0.0,0.0,0.5025889476458397,0.4470029017096497,0.3774302843574577,1,,,,,,,,,2025-09-08,,0,,0
ADES,2025-09-08,13425.0,42800.0,-0.021857923497267784,3.581589958158996,0.0,0.0,0.0,0.7785467128027682,0.7377049180327869,0.678391959798995,0,,,,,,,,,2025-09-08,,0,,0
ADHI,2025-09-08,282.0,30383600.0,-0.02758620689655178,0.5289702232710617,0.0,0.0,0.0,0.73181240618575,0.6858296549536321,0.6208156946235998,1,,,,,,,,,2025-09-08,,0,,0
ADMF,2025-09-08,8975.0,50600.0,0.0,1.6681318681318682,0.0,0.0,0.0,0.9512937595129376,0.9398496240601504,0.9213759213759214,0,,,,,,,,,2025-09-08,,0,,0
ADMG,2025-09-08,147.0,1454500.0,-0.006756756756756799,0.7594441011895956,0.0,0.0,0.0,0.6151362984218077,0.5611451942740286,0.4895337773549001,1,,,,,,,,,2025-09-08,,0,,0
ADMR,2025-09-08,1000.0,26064500.0,-0.024390243902439046,0.5187064958463545,0.0,0.0,0.0,1.0996363137308722,1.1277269528501055,1.1778757809628813,0,,,,,,,,,2025-09-08,,0,,0
ADRO,2025-09-08,1720.0,123216100.0,-0.022727272727272707,0.8461108136732503,0.0,0.0,0.0,1.1154391656701652,1.1485871512810029,1.2084400389059844,0,,,,,,,,,2025-09-08,,0,,0
AEGS,2025-09-08,42.0,88014900.0,-0.06666666666666665,0.38593925146014546,0.0,0.0,0.0,0.8214154300563841,0.7863097336498018,0.7340250632269087,1,,,,,,,,,2025-09-08,,0,,0
