broker_source_date,symbol,total_net_value,top_buyer,top_buyer_concentration,top_buyer_net_value,num_buyers,num_sellers,num_brokers,retail_broker_ratio
2025-09-04,APIC,-50606500,BR,0.22113522602247107,273950500,10,10,20,0.0
2025-09-04,APII,0,PD,0.495775119216933,1777800,3,5,8,0.0
2025-09-04,APLI,0,NI,0.7785372975842846,2346200,4,3,7,0.0
2025-09-04,APLN,-100012300,CD,0.2652002992239132,197289000,10,7,17,0.0
2025-09-04,ARCI,-3650887000,YU,0.22689501122385322,5916197000,10,10,20,0.0
2025-09-04,AREA,-459000,CD,0.2765422847193141,50188000,10,9,19,0.0
2025-09-04,ARGO,0,XC,0.45215074632132396,12813500,6,6,12,0.0
2025-09-04,ARII,0,XL,0.7682270485420092,8878400,4,8,12,0.0
2025-09-04,ARKA,21226200,MG,0.3586884949721175,116737000,10,10,20,0.0
2025-09-04,ARKO,12984500,GA,0.5673028525914164,269940000,10,10,20,0.0
2025-09-04,ARNA,50000,XL,0.44452740175323513,93178500,10,10,20,0.0
2025-09-04,ARTA,0,YP,0.32277425808602866,968000,7,6,13,0.0
2025-09-04,ARTO,-438784000,AK,0.2742923296317135,762446000,10,10,20,0.0
2025-09-04,ASBI,0,PD,0.6231652173913044,1791600,5,5,10,0.0
2025-09-04,ASDM,0,XL,0.7732127151652217,3077000,6,3,9,0.0
2025-09-04,ASGR,222000,ZP,0.4896655278183202,297249500,10,10,20,0.0
2025-09-04,ASHA,1533000,OD,0.2325096939196436,47346600,9,10,19,0.0
2025-09-04,ASII,4722450000,CC,0.28166577483806426,11226422500,10,10,20,0.0
2025-09-04,ASJT,0,DH,0.831442301274778,4983000,2,5,7,0.0
2025-09-04,ASLC,-1276227700,IN,0.21595924587948875,1098155400,10,10,20,0.0
2025-09-04,ASMI,0,MG,0.8765432098765432,43856700,3,9,12,0.0
2025-09-04,ASPI,0,PD,0.8793498723025939,964963200,7,8,15,0.0
2025-09-04,ASRI,77329800,AT,0.3517423390668873,698656100,10,10,20,0.0
2025-09-04,ASRM,0,XL,0.9082602608503426,9860800,5,4,9,0.0
2025-09-04,ASSA,-146018500,YP,0.4581971959266185,924655000,10,9,19,0.0
2025-09-04,ATAP,0,YP,0.37874975808012384,11154900,9,7,16,0.0
2025-09-04,ATIC,-2000,CP,0.5759936769059708,42996200,10,9,19,0.0
2025-09-04,ATLA,-154217100,CC,0.2743279908246405,485046700,10,10,20,0.0
2025-09-04,AUTO,-82934000,TP,0.6548016960362829,2661156000,10,10,20,0.0
2025-09-04,AVIA,-16452000,BB,0.6374602078646934,556165800,10,10,20,0.0
2025-09-04,AWAN,-3843200,AK,0.5786481951608979,185536600,10,9,19,0.0
2025-09-04,AXIO,-230100,XL,0.3703230429330626,21706300,10,6,16,0.0
2025-09-04,AYAM,28292000,XA,0.9165607447576453,7272776700,7,10,17,0.0
2025-09-04,AYLS,0,XC,0.6659054599784027,72025400,9,9,18,0.0
2025-09-04,BABP,-61007500,YP,0.25522128338670735,379679100,10,10,20,0.0
2025-09-04,BABY,-263000,CC,0.5340420571438532,98038800,10,10,20,0.0
2025-09-04,BACA,599200,SQ,0.5821787525292094,126772800,7,10,17,0.0
2025-09-04,BAIK,689000,YP,0.6235234657739791,51445300,9,10,19,0.0
2025-09-04,BAJA,-49200,XC,0.37804922845654576,13379200,10,6,16,0.0
2025-09-04,BALI,-139500,XC,0.4635328661255921,25101000,10,6,16,0.0
2025-09-04,BANK,568000,BK,0.6114997074624804,584247000,10,10,20,0.0
2025-09-04,BAPA,134039800,XL,0.8949463893079377,1106332100,10,10,20,0.0
2025-09-04,BAPI,12010600,BQ,0.3743882691615689,95719100,10,10,20,0.0
2025-09-04,BATA,0,AO,0.9636363636363636,270300,3,1,4,0.0
2025-09-04,BATR,7840300,XL,0.45806959839776346,688135100,10,10,20,0.0
2025-09-04,BAUT,819000,XC,0.726926850835586,112459800,9,10,19,0.0
2025-09-04,BAYU,0,XL,0.481712510646826,38458000,8,4,12,0.0
2025-09-04,BBCA,-34090992500,AK,0.3928486141190014,116260682500,10,10,20,0.0
2025-09-04,BBHI,-26164500,CC,0.7283600284671207,1978822000,10,10,20,0.0
2025-09-04,BBKP,-330478200,CP,0.2738420876825437,960651900,10,10,20,0.0
2025-09-04,BBLD,0,ZP,0.8587897598655807,92000000,6,6,12,0.0
2025-09-04,BBMD,0,XL,0.7137577311811736,9463000,4,2,6,0.0
2025-09-04,BBNI,-4071798000,HP,0.21654298674307546,6142917000,10,10,20,0.0
2025-09-04,BBRI,-9058993000,MG,0.3069046051807449,42348061000,10,10,20,0.0
2025-09-04,BBRM,-171300,YP,0.4343953326389377,169947400,10,10,20,0.0
2025-09-04,BBSI,0,LG,0.9914539044973828,46405000,2,5,7,0.0
2025-09-04,BBSS,0,YP,0.6983820370570691,9038600,6,7,13,0.0
2025-09-04,BBTN,198181500,NI,0.796605711663318,6410418000,10,10,20,0.0
2025-09-04,BBYB,-341360800,ZP,0.22921372344812033,955142800,10,10,20,0.0
2025-09-04,BCAP,-40896000,YP,0.3921053976563895,1636412000,10,10,20,0.0
2025-09-04,BCIP,-438500,XL,0.25011290056479035,56546500,10,9,19,0.0
2025-09-04,BDKR,-29722600,SH,0.3139133617890434,271415300,10,9,19,0.0
2025-09-04,BDMN,2289000,RF,0.34061768739389553,267250000,10,10,20,0.0
2025-09-04,BEEF,253102600,AG,0.73743657949921,1997586200,10,10,20,0.0
2025-09-04,BEER,1168300,OD,0.4956642324950635,30774900,5,10,15,0.0
2025-09-04,BEKS,-166248600,XL,0.2659008545587305,565429100,10,8,18,0.0
2025-09-04,BELI,-188200,EP,0.5081046862245323,18300000,10,3,13,0.0
2025-09-04,BELL,-24833900,XL,0.6257423852900853,1445203600,10,10,20,0.0
2025-09-04,BESS,-811000,KK,0.3617641845400197,11225000,10,6,16,0.0
2025-09-04,BEST,9249300,PD,0.18098141940265822,112807800,10,10,20,0.0
2025-09-04,BFIN,-354680000,BB,0.5268772060218615,2016073500,10,10,20,0.0
2025-09-04,BGTG,-26262600,AZ,0.42741184759016043,507118900,10,10,20,0.0
2025-09-04,BHAT,4013000,BQ,0.4068139806046128,178810000,10,10,20,0.0
2025-09-04,BHIT,32756900,YU,0.33035782155557974,176882200,10,10,20,0.0
2025-09-04,BIKE,-89563500,PC,0.16983925389748988,313991000,10,10,20,0.0
2025-09-04,BIMA,0,AZ,0.2899361942275355,2517400,6,7,13,0.0
2025-09-04,BINA,0,RS,1.0,29983000,1,4,5,0.0
2025-09-04,BINO,0,SQ,0.6254503604861322,15814700,6,9,15,0.0
2025-09-04,BIPI,-313954100,KI,0.2648142937541207,617301000,10,10,20,0.0
2025-09-04,BIPP,0,YB,0.48211425520555257,632100,5,2,7,0.0
2025-09-04,BIRD,-49882500,PD,0.39605742855280246,394895000,10,8,18,0.0
2025-09-04,BISI,0,CC,0.5081772136449625,8327500,5,7,12,0.0
2025-09-04,BJBR,-634722500,NI,0.20757383660411824,777517000,10,6,16,0.0
2025-09-04,BJTM,-19973500,PD,0.41591603516090336,348267500,10,8,18,0.0
2025-09-04,BKDP,0,XL,0.8530073432658432,84403200,9,3,12,0.0
2025-09-04,BKSL,-1920428100,LG,0.20596749530090736,1822254800,10,10,20,0.0
2025-09-04,BKSW,-2071500,XL,0.44997417999056855,100381500,10,9,19,0.0
2025-09-04,BLES,-5408100,XL,0.28123483885673833,81676700,10,10,20,0.0
2025-09-04,BLTA,2785300,YP,0.31883146054619504,156775200,10,10,20,0.0
2025-09-04,BLUE,0,YB,0.4346381679389313,7117200,6,8,14,0.0
2025-09-04,BMAS,0,NI,0.4244521499866635,15117500,7,8,15,0.0
2025-09-04,BMBL,864200,XL,0.4377497722605232,81210900,7,10,17,0.0
2025-09-04,BMHS,-19489000,YP,0.458511393643812,241388000,10,4,14,0.0
2025-09-04,BMRI,25017315000,YU,0.6985196857115198,131123285000,10,10,20,0.0
2025-09-04,BMSR,0,YP,0.6429587482219061,3796800,9,5,14,0.0
2025-09-04,BMTR,22119000,BB,0.23562035441663529,770954300,10,10,20,0.0
2025-09-04,BNBA,1386000,OD,0.5110495564022133,75920500,5,10,15,0.0
2025-09-04,BNBR,-1176312100,CP,0.27380173648681033,1571607100,10,5,15,0.0
2025-09-04,BNGA,-8628000,BK,0.43941340575204524,655471000,10,10,20,0.0
2025-09-04,BNII,-31000,SQ,0.4321286914426551,48917400,10,10,20,0.0
2025-09-04,BNLI,3169000,ZP,0.9744598886449184,397642000,5,10,15,0.0
2025-09-04,BOAT,1024000,CP,0.20669113022193258,58230100,10,10,20,0.0
2025-09-04,BOBA,0,XL,0.9508163576267611,32448700,4,7,11,0.0
2025-09-04,BOGA,2491000,AH,0.1617057472117186,30512500,10,10,20,0.0
2025-09-04,BOLA,-8871100,RF,0.4938605603970526,176084600,10,9,19,0.0
2025-09-04,BOLT,0,XL,0.5510588235294117,1171000,2,2,4,0.0
2025-09-04,BPFI,0,YP,0.4004063295847998,5597200,6,5,11,0.0
2025-09-04,BPII,-114000,PF,0.236987596082269,14167000,10,7,17,0.0
2025-09-04,BPTR,0,XL,0.7211331823198002,9932600,7,3,10,0.0
2025-09-04,BRAM,0,CC,0.4904306220095694,512500,4,2,6,0.0
2025-09-04,BREN,-2361690000,AZ,0.20051612953691095,9228420000,10,10,20,0.0
2025-09-04,BRIS,-420141000,BK,0.638760116940304,8235363000,10,10,20,0.0
2025-09-04,BRMS,-33130222200,YP,0.37376841762890234,38485746800,10,10,20,0.0
2025-09-04,BRNA,0,YU,0.7810998781099878,10894000,5,3,8,0.0
2025-09-04,BRPT,148908000,AK,0.2815081323317036,7180605000,10,10,20,0.0
2025-09-04,BSBK,-129663500,SQ,0.24666461419863922,754887600,10,10,20,0.0
2025-09-04,BSDE,-1218814500,LG,0.21542116813908083,2282707500,10,10,20,0.0
2025-09-04,BSIM,0,OD,0.6780364372469636,6699000,6,5,11,0.0
2025-09-04,BSML,-28579500,BR,0.5574250430825324,991706700,10,10,20,0.0
2025-09-04,BSSR,1187000,IN,0.4951785649923339,357203000,10,10,20,0.0
2025-09-04,BSWD,0,CC,1.0,282000,1,1,2,0.0
2025-09-04,BTEK,16937600,YB,0.5745720634003915,458436800,8,10,18,0.0
2025-09-04,BTON,0,YP,0.47780517879161527,1860000,6,7,13,0.0
2025-09-04,BTPN,0,OD,0.33509374174808554,2538000,8,6,14,0.0
2025-09-04,BTPS,671668500,OD,0.5415107569392935,4312452500,10,10,20,0.0
2025-09-04,BUAH,0,YP,0.4183370324417576,42315000,6,10,16,0.0
2025-09-04,BUDI,0,OD,0.4163013596849692,1120600,7,3,10,0.0
2025-09-04,BUKA,292249100,YU,0.6090013675782858,13767140700,10,10,20,0.0
2025-09-04,BUKK,0,GR,0.9444230027016596,4894000,2,5,7,0.0
2025-09-04,BULL,175233400,KI,0.7688312101053844,6391374500,10,10,20,0.0
2025-09-04,BUMI,-9339922900,MG,0.6034681339360951,79919551000,10,10,20,0.0
2025-09-04,BUVA,-1510703200,XL,0.25163967940996795,3409640000,10,10,20,0.0
2025-09-04,BVIC,-9160300,YP,0.2226348507040954,158292800,10,10,20,0.0
2025-09-04,BYAN,0,IF,0.8192901652668654,98280000,5,5,10,0.0
2025-09-04,CAKK,341300,KK,0.4079758455579615,33442800,9,10,19,0.0
2025-09-04,CAMP,9708200,YP,0.5622336709174846,86104400,10,10,20,0.0
2025-09-04,CANI,0,XL,0.5995104500094144,13691200,5,2,7,0.0
2025-09-04,CARE,46707600,PO,0.35713171240905944,413836800,10,10,20,0.0
2025-09-04,CARS,184397800,MG,0.19258627155755562,1467631800,10,10,20,0.0
2025-09-04,CASA,60962000,PO,0.553155968988048,653400000,10,10,20,0.0
2025-09-04,CASH,-6801400,CC,0.2153054784979791,30944500,10,9,19,0.0
2025-09-04,CASS,-2484000,KK,0.5427187485355702,127394000,10,7,17,0.0
2025-09-04,CBPE,0,PD,0.3321061964278045,5412700,10,4,14,0.0
2025-09-04,CBRE,468536600,CP,0.4519016512084103,2576860800,4,10,14,0.0
2025-09-04,CBUT,0,BQ,0.4815100995910212,30846500,9,4,13,0.0
2025-09-04,CCSI,787400,XL,0.6400093494300444,78311800,7,10,17,0.0
2025-09-04,CEKA,0,OD,0.532414437565705,4558000,6,4,10,0.0
2025-09-04,CENT,23463100,CC,0.2675255412531056,117659900,10,10,20,0.0
2025-09-04,CFIN,1684200,YP,0.4707734783975507,68886400,10,10,20,0.0
2025-09-04,CGAS,-193050800,YJ,0.44835163302248604,880662500,10,10,20,0.0
2025-09-04,CHEM,27560100,EP,0.45136131980675903,244898000,10,10,20,0.0
2025-09-04,CHIP,0,XL,0.41448872849433305,24923000,6,8,14,0.0
2025-09-04,CINT,0,KK,0.5209912536443149,4646200,10,7,17,0.0
2025-09-04,CITA,-2069000,XL,0.47126615090525137,188350000,10,9,19,0.0
2025-09-04,CITY,-1696500,XL,0.34608544511928935,60093100,10,10,20,0.0
2025-09-04,CLAY,447500,PS,0.4299252390266181,86605000,3,10,13,0.0
2025-09-04,CLEO,-237165500,XL,0.21869225454704694,392032000,10,10,20,0.0
2025-09-04,CLPI,0,DH,0.8096579139458265,82081500,3,6,9,0.0
2025-09-04,CMNP,-807000,RS,0.24208934806868498,13450000,10,8,18,0.0
2025-09-04,CMNT,-772178500,KI,0.31911170342318496,1091400000,10,10,20,0.0
2025-09-04,CMPP,0,EP,0.827485380116959,2631900,5,6,11,0.0
2025-09-04,CMRY,125853000,KZ,0.9369555185111934,1293305000,3,10,13,0.0
2025-09-04,CNKO,964781100,YJ,0.5222248194610104,3770495000,10,10,20,0.0
2025-09-04,CNMA,-59684800,PD,0.710929933957264,1684438000,10,10,20,0.0
2025-09-04,COAL,11292600,XL,0.36096816674823157,582326300,10,10,20,0.0
2025-09-04,COCO,-210142000,GR,0.2842958416917103,695642500,10,10,20,0.0
2025-09-04,CPIN,4519421000,PD,0.5906086276677113,13020533000,10,10,20,0.0
2025-09-04,CPRO,-1193836500,OD,0.17080465165540543,794416500,10,10,20,0.0
2025-09-04,CRAB,0,EP,0.6763857821387008,140184200,5,7,12,0.0
2025-09-04,CRSN,-627500,CP,0.4163627234574685,39555000,10,3,13,0.0
2025-09-04,CSAP,0,DX,0.23642114659404775,7310000,7,5,12,0.0
2025-09-04,CSIS,1440000,PD,0.6108132270046593,119977400,9,10,19,0.0
2025-09-04,CSMI,0,YP,0.3470488818135229,31828200,9,5,14,0.0
2025-09-04,CSRA,66635000,YB,0.7162118612677497,803406000,10,10,20,0.0
2025-09-04,CTRA,-1627228500,YU,0.26629810345734395,3999928000,10,10,20,0.0
2025-09-04,CTTH,0,YB,0.5555555555555556,294000,6,3,9,0.0
2025-09-04,CUAN,2966648500,ZP,0.5026922298809529,12590319500,10,10,20,0.0
2025-09-04,CYBR,68162000,AK,0.6978447500671232,6163812500,10,10,20,0.0
2025-09-04,DAAZ,-4081000,YP,0.27245003954904556,28589000,10,9,19,0.0
2025-09-04,DADA,5002200,nan,0.7941003265699449,249194400,6,10,16,0.0
2025-09-04,DART,0,PD,0.5624136569962502,2279800,4,7,11,0.0
2025-09-04,DAYA,0,PD,0.7575379649328736,5163000,3,4,7,0.0
2025-09-04,DCII,0,PD,0.33254531792200337,98467500,6,6,12,0.0
2025-09-04,DEFI,0,XL,0.8817391527007823,13774000,4,5,9,0.0
2025-09-04,DEPO,-20000,RF,0.6741333678489617,100000000,10,8,18,0.0
2025-09-04,DEWA,-1337456200,CC,0.17999413586050234,2334220400,10,10,20,0.0
2025-09-04,DEWI,-32700,XA,0.5223415178573612,1068200000,10,10,20,0.0
2025-09-04,DFAM,-13762300,XL,0.33228712482052675,78015800,10,10,20,0.0
2025-09-04,DGIK,-44584700,YP,0.2292190560946172,87779300,10,10,20,0.0
2025-09-04,DGNS,29600,YJ,0.8482610060510278,39181600,5,10,15,0.0
2025-09-04,DIGI,-83200,YP,0.703720368968973,27525600,10,5,15,0.0
2025-09-04,DILD,-9502900,XL,0.220005586145469,138395900,10,10,20,0.0
2025-09-04,DIVA,-4862300,XL,0.47111182157539955,104623100,10,9,19,0.0
2025-09-04,DKFT,-3310301000,XL,0.2145845537631165,4216369000,10,10,20,0.0
2025-09-04,DLTA,-979000,YP,0.42495969886665846,129830500,10,4,14,0.0
2025-09-04,DMAS,-41006900,AI,0.24211147986143225,557000000,10,10,20,0.0
2025-09-04,DMMX,20231800,XL,0.26828927019130877,297199800,10,10,20,0.0
2025-09-04,DMND,0,OD,0.49288082699434366,7581000,9,5,14,0.0
2025-09-04,DNAR,142300,XL,0.32637778649211185,34623200,10,10,20,0.0
2025-09-04,DNET,0,XL,0.9468722239734074,82607500,4,7,11,0.0
2025-09-04,DOID,-386874600,BB,0.23947355976649876,1075609000,10,10,20,0.0
2025-09-04,DOOH,531820100,YB,0.6422011334232627,3001149300,10,10,20,0.0
2025-09-04,DOSS,-28000,CC,0.5973258081345656,48430400,10,9,19,0.0
2025-09-04,DPNS,0,PD,0.6397061132217652,4074800,7,8,15,0.0
2025-09-04,DPUM,-22303700,XL,0.6286404431344714,505460800,10,10,20,0.0
2025-09-04,DRMA,-4541500,BK,0.5532058004944317,361060000,10,10,20,0.0
2025-09-04,DSFI,57205000,YP,0.20444350687141222,85574900,10,10,20,0.0
2025-09-04,DSNG,923797500,BB,0.415244809360411,7413036500,10,10,20,0.0
2025-09-04,DSSA,-5075652500,AK,0.3167128069840995,75181307500,10,10,20,0.0
2025-09-04,DUTI,0,CC,0.3583899889892864,20506000,10,10,20,0.0
2025-09-04,DVLA,-8053500,PD,0.215611966210065,20368000,10,4,14,0.0
2025-09-04,DWGL,0,CC,0.8469594192550279,7117000,5,7,12,0.0
2025-09-04,DYAN,7506900,RB,0.749099813671341,130378800,10,10,20,0.0
2025-09-04,EAST,-589600,CC,0.5115829463928758,216640900,10,10,20,0.0
2025-09-04,ECII,-1175800,CC,0.3314704364648842,18178800,10,4,14,0.0
2025-09-04,EDGE,0,CC,0.3284366914280945,11805000,7,7,14,0.0
2025-09-04,EKAD,0,KK,0.5703381908166071,5185800,5,7,12,0.0
2025-09-04,ELIT,-4995600,IF,0.3358378638453417,237740900,10,10,20,0.0
2025-09-04,ELPI,-13187400,BR,0.36233192699930555,172706600,10,10,20,0.0
2025-09-04,ELSA,89946800,ZP,0.2722281429359295,792191600,10,10,20,0.0
2025-09-04,ELTY,-165982900,YP,0.2081645735262412,306940100,10,3,13,0.0
2025-09-04,EMDE,-265000,XL,0.38615032502003177,63758400,10,10,20,0.0
2025-09-04,EMTK,4561437500,AZ,0.4270039043330568,32252996500,10,10,20,0.0
2025-09-04,ENAK,-27830000,OD,0.2559298232816005,140334000,10,6,16,0.0
2025-09-04,ENRG,-6502153500,YU,0.3971798248121264,18686586500,10,10,20,0.0
2025-09-04,ENZO,0,YP,0.6433242754800879,4948000,7,8,15,0.0
2025-09-04,EPAC,1057000,XL,0.6968827923488183,129955400,10,10,20,0.0
2025-09-04,EPMT,-229000,XA,0.5846621108580107,115500000,10,2,12,0.0
2025-09-04,ERAA,92410000,DP,0.5940152915597829,5992051200,10,10,20,0.0
2025-09-04,ERAL,-28680000,DH,0.2527587404367444,338888000,10,10,20,0.0
2025-09-04,ERTX,4810600,CP,0.35653158842168203,133809300,10,10,20,0.0
2025-09-04,ESIP,0,OD,0.4380781230500437,8775800,8,8,16,0.0
2025-09-04,ESSA,4554941000,LG,0.49407632674358576,12185608500,10,10,20,0.0
2025-09-04,ESTA,61500,XL,0.4952274761018707,48811700,10,10,20,0.0
2025-09-04,ESTI,0,AT,0.8227693886056875,20530400,7,9,16,0.0
2025-09-04,EURO,25800,II,0.6180627593360996,5719800,5,10,15,0.0
2025-09-04,EXCL,44472000,NI,0.34031412059886773,5393403000,10,10,20,0.0
2025-09-04,FAPA,0,CC,0.49886390612812426,36775000,4,2,6,0.0
2025-09-04,FAST,2104600,NI,0.2854226389624716,78656200,10,10,20,0.0
2025-09-04,FILM,5889053000,IF,0.8415183161266504,35747948000,10,10,20,0.0
2025-09-04,FIRE,-24184700,XL,0.3736625368089948,142931600,10,10,20,0.0
2025-09-04,FITT,-4472400,CC,0.32970614381649116,178839800,10,10,20,0.0
2025-09-04,FMII,0,KK,0.24584465214788895,2135800,9,4,13,0.0
2025-09-04,FOLK,0,YP,0.5044023241299372,54309200,8,7,15,0.0
2025-09-04,FOOD,0,LG,1.0,7729000,1,7,8,0.0
2025-09-04,FORU,5861000,LG,0.8099391254165348,217537500,5,10,15,0.0
2025-09-04,FPNI,0,XL,0.45766010689239706,31109400,9,8,17,0.0
2025-09-04,FUJI,-297813800,CP,0.9349272063306607,40020868900,10,4,14,0.0
2025-09-04,FUTR,-1908130600,XL,0.3388026323421082,4823829800,10,10,20,0.0
2025-09-04,FWCT,-441600,XL,0.6881954494340086,85740000,10,9,19,0.0
2025-09-04,GDST,-300,YP,0.24860928715822403,3369700,10,7,17,0.0
2025-09-04,GDYR,0,YP,0.7018947368421052,1667000,4,2,6,0.0
2025-09-04,GEMA,11334000,PD,0.28458765246475193,173680600,10,10,20,0.0
2025-09-04,GEMS,-37615000,NI,0.19094546729367393,197440000,10,6,16,0.0
2025-09-04,GGRM,888225000,RX,0.38505495093479314,2662667500,10,10,20,0.0
2025-09-04,GGRP,4230600,XL,0.5706842253497085,80239800,8,10,18,0.0
2025-09-04,GHON,0,CC,0.7356894275771031,6130500,4,5,9,0.0
2025-09-04,GIAA,13233200,XL,0.3375644531223808,251720800,10,10,20,0.0
2025-09-04,GJTL,-5285500,PD,0.472089769227574,994463000,10,10,20,0.0
2025-09-04,GLOB,0,XL,0.9928263988522238,7888800,2,4,6,0.0
2025-09-04,GLVA,0,AT,0.5603112840466926,2073600,5,4,9,0.0
2025-09-04,GMFI,0,NI,0.5545822835835936,13757800,8,5,13,0.0
2025-09-04,GOLD,0,XL,0.41139470182653926,680200,4,7,11,0.0
2025-09-04,GOLF,-63181600,IF,0.1787920439595519,104400000,10,10,20,0.0
2025-09-04,GOOD,-256000,nan,0.29179522129301055,17383000,10,10,20,0.0
2025-09-04,GOTO,8302964300,YU,0.6752768530006152,30192493600,10,10,20,0.0
2025-09-04,GPRA,-402547100,XA,0.4657841578713258,4547901100,10,9,19,0.0
2025-09-04,GPSO,-531200,KK,0.5158377508253446,858933200,10,10,20,0.0
2025-09-04,GRIA,-2044800,XC,0.525987992710555,454072600,10,10,20,0.0
2025-09-04,GRPH,-11507000,CC,0.2396783578856013,148909000,10,10,20,0.0
2025-09-04,GRPM,-1133400,XC,0.42612079942512243,53309800,10,10,20,0.0
2025-09-04,GSMF,-45044600,XL,0.38872740933598177,160592700,10,10,20,0.0
2025-09-04,GTBO,0,YP,0.7494469134200539,11551600,5,8,13,0.0
2025-09-04,GTRA,-703500,XA,0.3447569678895641,29409700,10,10,20,0.0
2025-09-04,GTSI,47223600,XL,0.24723824026264973,361483100,10,10,20,0.0
2025-09-04,GULA,-1690400,XL,0.2573962984758507,39277800,10,10,20,0.0
2025-09-04,GUNA,0,YP,0.3996832265989886,12819200,8,8,16,0.0
2025-09-04,GWSA,0,YB,0.4181804375522051,19825600,7,5,12,0.0
2025-09-04,GZCO,-774622600,XL,0.47704369157177673,2083914800,10,10,20,0.0
2025-09-04,HADE,3448500,GR,0.3311916274756574,33000000,5,10,15,0.0
2025-09-04,HAIS,-13757200,CC,0.2729600540291425,140488500,10,7,17,0.0
2025-09-04,HAJJ,-15894700,LG,0.20304768035453472,63337800,10,10,20,0.0
2025-09-04,HALO,-12585900,EP,0.21168739954052843,29145100,10,6,16,0.0
2025-09-04,HATM,-134370400,XA,0.611501747436817,1759439000,10,10,20,0.0
2025-09-04,HDFA,0,YP,0.7457028984613107,6043400,4,7,11,0.0
2025-09-04,HDIT,582300,BQ,0.2851458948971241,120000000,10,10,20,0.0
2025-09-04,HEAL,123329500,KZ,0.8215392953148649,9066490000,10,10,20,0.0
2025-09-04,HELI,0,MI,0.5709019147201945,70182000,10,3,13,0.0
2025-09-04,HERO,0,XC,0.7081835483188835,669800,4,5,9,0.0
2025-09-04,HEXA,-18745000,XL,0.402833817040655,341450000,10,10,20,0.0
2025-09-04,HILL,-618400,XA,0.6344359803688949,1016074600,10,10,20,0.0
