date,symbol,total_net_value,top_buyer,top_buyer_concentration,top_buyer_net_value,num_buyers,num_sellers,num_brokers,retail_broker_ratio
2025-08-28,AADI,156652500.0,YJ,0.5113042752515294,4239242500.0,10,10,20,0.25
2025-08-28,AALI,1752665000.0,AK,0.5784462900797074,3410560000.0,10,10,20,0.15
2025-08-28,ABBA,8600.0,AK,0.7717882729359393,24174600.0,9,10,19,0.2631578947368421
2025-08-28,ABDA,0.0,XC,1.0,340000.0,1,1,2,0.0
2025-08-28,ABMM,-15456000.0,DH,0.30675250071725374,160337000.0,10,10,20,0.3
2025-08-28,ACES,1568433000.0,CC,0.8899578571000368,4733281800.0,10,10,20,0.25
2025-08-28,ACRO,20893900.0,PD,0.5204202069244552,93662900.0,10,10,20,0.25
2025-08-28,ACST,-39322000.0,XL,0.49947728420319903,253167900.0,10,10,20,0.25
2025-08-28,ADCP,275843700.0,XL,0.8102828815846087,4505781100.0,10,10,20,0.25
2025-08-28,ADES,0.0,YP,0.8207526727856252,382230000.0,10,5,15,0.3333333333333333
2025-08-28,ADHI,-200796000.0,HD,0.3467828811992033,471972400.0,10,10,20,0.25
2025-08-28,ADMF,0.0,EP,0.6582278481012658,77137500.0,9,10,19,0.2631578947368421
2025-08-28,ADMG,200200.0,PD,0.6454199157116478,72460900.0,10,10,20,0.25
2025-08-28,ADMR,-250703500.0,XL,0.5334459860330087,1640620000.0,10,10,20,0.25
2025-08-28,ADRO,-14038440000.0,XL,0.42925677270359086,15864290500.0,10,10,20,0.3
2025-08-28,AEGS,-1872200.0,CC,0.5070792666076082,31161700.0,10,4,14,0.35714285714285715
2025-08-28,AGAR,0.0,SQ,0.9583578827330609,10795000.0,5,5,10,0.5
2025-08-28,AGII,-28800000.0,XL,0.5374744540061642,151166500.0,10,9,19,0.2631578947368421
2025-08-28,AGRO,-54317800.0,SQ,0.43820990004114646,301575000.0,10,10,20,0.2
2025-08-28,AGRS,41730700.0,MG,0.564147259999391,473754800.0,10,10,20,0.25
2025-08-28,AHAP,17305900.0,PD,0.5342904644759593,117396700.0,10,10,20,0.3
2025-08-28,AIMS,0.0,SQ,0.7904782561544301,1620000.0,5,3,8,0.5
2025-08-28,AISA,-26816300.0,CC,0.5096698402894243,214899300.0,10,10,20,0.25
2025-08-28,AKPI,0.0,CC,0.594676295238895,2710000.0,9,5,14,0.35714285714285715
2025-08-28,AKRA,272265500.0,DP,0.9305722667637967,20510754500.0,10,10,20,0.2
2025-08-28,AKSI,-459400.0,IF,0.6122934880262346,27000000.0,10,10,20,0.2
2025-08-28,ALDO,0.0,XL,0.9958453606527289,8167200.0,3,5,8,0.375
2025-08-28,ALII,0.0,AZ,0.8482083712673721,339000000.0,8,8,16,0.25
2025-08-28,ALKA,33800.0,YP,0.6944147481477798,15871000.0,10,10,20,0.25
2025-08-28,AMAG,0.0,XL,0.5989444524675392,4646400.0,8,5,13,0.38461538461538464
2025-08-28,AMAN,-20181000.0,XL,0.6956419395742549,261089200.0,10,10,20,0.25
