symbol,date,close,volume,ret_1,vol_ratio,ret_1_lag1,ret_1_lag2,ret_1_lag3,vol_ratio_lag1,vol_ratio_lag2,vol_ratio_lag3,is_price_lt_500,top_buyer,top_buyer_concentration,top_buyer_net_value,total_net_value,num_buyers,num_sellers,num_brokers,retail_broker_ratio,price_source_date,broker_source_date,age_price_days,age_broker_days,is_market_closed
ALII,2025-09-03,530.0,1554900.0,,1.0,,,,,,,0,YP,0.4259256387665198,302141000.0,-688000.0,10.0,7.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ALKA,2025-09-03,318.0,65500.0,,1.0,,,,,,,1,XC,0.6040253677442086,2743000.0,0.0,5.0,5.0,10.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ALMI,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
ALTO,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
AMAG,2025-09-03,370.0,97300.0,,1.0,,,,,,,1,GR,0.922797844528624,24214400.0,0.0,6.0,7.0,13.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMAN,2025-09-03,125.0,5726100.0,,1.0,,,,,,,1,OD,0.2978996417947891,75521700.0,8208500.0,6.0,10.0,16.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMAR,2025-09-03,208.0,382900.0,,1.0,,,,,,,1,YP,0.4388505091574755,9541400.0,0.0,6.0,7.0,13.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMFG,2025-09-03,3330.0,50100.0,,1.0,,,,,,,0,YP,0.5200341005967605,79910000.0,2308000.0,5.0,10.0,15.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMIN,2025-09-03,226.0,1459100.0,,1.0,,,,,,,1,GR,0.2466567948850396,30083200.0,-133000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMMN,2025-09-03,8025.0,27878600.0,,1.0,,,,,,,0,BK,0.2448820518914734,13353007500.0,-8822797500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMMS,2025-09-03,179.0,8085500.0,,1.0,,,,,,,1,ZP,0.7136147181895599,900995100.0,17021300.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMOR,2025-09-03,478.0,96600.0,,1.0,,,,,,,1,CC,0.6111268182349959,25073800.0,0.0,10.0,3.0,13.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AMRT,2025-09-03,2140.0,23760000.0,,1.0,,,,,,,0,AK,0.4012434931098949,9715535000.0,-1860874000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ANDI,2025-09-03,34.0,7478300.0,,1.0,,,,,,,1,PD,0.3120955627265342,23705000.0,-2159500.0,10.0,7.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ANJT,2025-09-03,1795.0,1207300.0,,1.0,,,,,,,0,CC,0.6414432034037402,1140363500.0,897500.0,9.0,10.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ANTM,2025-09-03,3480.0,393011500.0,,1.0,,,,,,,0,CC,0.3567987749200749,96498190000.0,-21270302000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
APEX,2025-09-03,127.0,36165800.0,,1.0,,,,,,,1,ZP,0.3780298182437487,555361300.0,36641300.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
APIC,2025-09-03,1160.0,6717800.0,,1.0,,,,,,,0,AK,0.2318918493453219,303449500.0,32359500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
APII,2025-09-03,176.0,110400.0,,1.0,,,,,,,1,YP,0.9629407754756348,18646000.0,0.0,4.0,6.0,10.0,0.0,2025-09-03,2025-09-03,0,0.0,0
APLI,2025-09-03,500.0,19600.0,,1.0,,,,,,,0,GR,0.7627366369710468,2191800.0,0.0,3.0,4.0,7.0,0.0,2025-09-03,2025-09-03,0,0.0,0
APLN,2025-09-03,105.0,21012300.0,,1.0,,,,,,,1,XL,0.4742781758808781,612252100.0,89169000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARCI,2025-09-03,900.0,318259600.0,,1.0,,,,,,,0,BB,0.220585985966788,9131097000.0,-12000982500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AREA,2025-09-03,525.0,1231400.0,,1.0,,,,,,,0,XA,0.3974830107454128,93994000.0,-53500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARGO,2025-09-03,1330.0,51400.0,,1.0,,,,,,,0,XC,0.4996860637416179,19896000.0,0.0,10.0,7.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARII,2025-09-03,260.0,328100.0,,1.0,,,,,,,1,CC,0.8597716426025493,56927200.0,78800.0,7.0,10.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARKA,2025-09-03,36.0,13547300.0,,1.0,,,,,,,1,XL,0.234285333324661,72041100.0,-8679100.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARKO,2025-09-03,1345.0,1802700.0,,1.0,,,,,,,0,NI,0.4692143521037403,607561500.0,107615000.0,9.0,10.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARMY,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
ARNA,2025-09-03,565.0,3160000.0,,1.0,,,,,,,0,ZP,0.4335365968242037,461413000.0,-8754000.0,10.0,7.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARTA,2025-09-03,3270.0,5000.0,,1.0,,,,,,,0,CC,0.6995391705069124,2277000.0,0.0,4.0,4.0,8.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ARTI,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
ARTO,2025-09-03,2190.0,4257800.0,,1.0,,,,,,,0,BK,0.1613070514179651,464082000.0,-159741000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASBI,2025-09-03,434.0,114000.0,,1.0,,,,,,,1,AI,0.6101455555020622,3802000.0,0.0,6.0,10.0,16.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASDM,2025-09-03,540.0,1500.0,,1.0,,,,,,,0,PD,0.5691699604743083,216000.0,0.0,2.0,2.0,4.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASGR,2025-09-03,1185.0,482700.0,,1.0,,,,,,,0,ZP,0.4451692676287706,150132000.0,-2844500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASHA,2025-09-03,39.0,3776000.0,,1.0,,,,,,,1,OD,0.4480100544616673,41706600.0,1517100.0,5.0,10.0,15.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASII,2025-09-03,5500.0,45471600.0,,1.0,,,,,,,0,ZP,0.3150911450260462,36947187500.0,7297602500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASJT,2025-09-03,111.0,375300.0,,1.0,,,,,,,1,YP,0.4274781715459682,5826100.0,0.0,6.0,7.0,13.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASLC,2025-09-03,110.0,123504600.0,,1.0,,,,,,,1,IN,0.3219341573534398,1340000000.0,-224144100.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASLI,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
ASMI,2025-09-03,27.0,7727700.0,,1.0,,,,,,,1,HD,0.8782649714787443,120833100.0,0.0,6.0,9.0,15.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASPI,2025-09-03,428.0,5659900.0,,1.0,,,,,,,1,MG,0.4021725059509407,560452000.0,-12672600.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASPR,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
ASRI,2025-09-03,174.0,40257900.0,,1.0,,,,,,,1,AT,0.4815800124101899,1405059000.0,-73852300.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASRM,2025-09-03,280.0,19700.0,,1.0,,,,,,,1,XC,0.3969308443499634,1195000.0,0.0,6.0,3.0,9.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ASSA,2025-09-03,850.0,8847600.0,,1.0,,,,,,,0,AZ,0.3221495457825815,1126239000.0,-416522500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ATAP,2025-09-03,52.0,10440800.0,,1.0,,,,,,,1,YP,0.8058831386362939,388557200.0,0.0,10.0,9.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ATIC,2025-09-03,444.0,719600.0,,1.0,,,,,,,1,ZP,0.6639204828775093,139802400.0,223000.0,8.0,10.0,18.0,0.0,2025-09-03,2025-09-03,0,0.0,0
ATLA,2025-09-03,65.0,217933100.0,,1.0,,,,,,,1,YP,0.3603729436649598,637513900.0,-132698700.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AUTO,2025-09-03,2400.0,3302700.0,,1.0,,,,,,,0,TP,0.468971576233864,2246228000.0,-14206000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AVIA,2025-09-03,430.0,23783500.0,,1.0,,,,,,,1,BK,0.50474354091683,4057311400.0,50233000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AWAN,2025-09-03,256.0,19823700.0,,1.0,,,,,,,1,CC,0.7632603154125934,231214600.0,11722400.0,5.0,10.0,15.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AXIO,2025-09-03,128.0,1577800.0,,1.0,,,,,,,1,XC,0.4927941560135664,37777600.0,-12700.0,10.0,9.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AYAM,2025-09-03,171.0,107089000.0,,1.0,,,,,,,1,AT,0.9558131722728932,3283234400.0,-723800.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
AYLS,2025-09-03,104.0,1687300.0,,1.0,,,,,,,1,KK,0.2853971268109866,26211500.0,-2033200.0,10.0,8.0,18.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BABP,2025-09-03,60.0,40404600.0,,1.0,,,,,,,1,AI,0.4398653238186718,416584000.0,52159800.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BABY,2025-09-03,318.0,8817800.0,,1.0,,,,,,,1,BK,0.8919431919516698,113625000.0,0.0,9.0,7.0,16.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BACA,2025-09-03,137.0,2909400.0,,1.0,,,,,,,1,XL,0.32425918404147,71210300.0,-445800.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BAIK,2025-09-03,106.0,3714000.0,,1.0,,,,,,,1,YP,0.4179776866721427,80552200.0,-1494300.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BAJA,2025-09-03,123.0,2218000.0,,1.0,,,,,,,1,AT,0.622256593943341,91725600.0,-3387700.0,10.0,9.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BALI,2025-09-03,1475.0,791100.0,,1.0,,,,,,,0,XL,0.6129696490712564,272233000.0,-7565000.0,10.0,6.0,16.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BANK,2025-09-03,815.0,7720600.0,,1.0,,,,,,,0,YU,0.2988722858183886,298577000.0,6852000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BAPA,2025-09-03,68.0,75241800.0,,1.0,,,,,,,1,PD,0.316098780355435,234722500.0,-58083600.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BAPI,2025-09-03,22.0,18145000.0,,1.0,,,,,,,1,YP,0.4748253136789553,110479600.0,979000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BATA,2025-09-03,51.0,183300.0,,1.0,,,,,,,1,XL,0.7908694312065818,6671300.0,0.0,5.0,2.0,7.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BATR,2025-09-03,102.0,15573900.0,,1.0,,,,,,,1,CC,0.2683572948341639,82348200.0,-7992800.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BAUT,2025-09-03,38.0,37648500.0,,1.0,,,,,,,1,YP,0.9276730788097688,1021208500.0,-1354500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BAYU,2025-09-03,1325.0,316500.0,,1.0,,,,,,,0,YP,0.770951739853653,286893500.0,0.0,7.0,7.0,14.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBCA,2025-09-03,7975.0,212372700.0,,1.0,,,,,,,0,CC,0.2473808736273439,190788665000.0,-258603395000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBHI,2025-09-03,1605.0,1409300.0,,1.0,,,,,,,0,CC,0.2870486051249641,323843500.0,14831500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBKP,2025-09-03,80.0,164067000.0,,1.0,,,,,,,1,YP,0.2649751744760141,949941300.0,-251704300.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBLD,2025-09-03,905.0,12500.0,,1.0,,,,,,,0,CC,0.4862484420440382,2926000.0,0.0,6.0,4.0,10.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBMD,2025-09-03,2120.0,800.0,,1.0,,,,,,,0,XL,0.6238911886457718,1055000.0,0.0,2.0,3.0,5.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBNI,2025-09-03,4410.0,29754100.0,,1.0,,,,,,,0,AK,0.3121039298546975,19763771000.0,11388706000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBRI,2025-09-03,4030.0,112507500.0,,1.0,,,,,,,0,ZP,0.2412957311056037,40040312000.0,12253411000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBRM,2025-09-03,89.0,14428400.0,,1.0,,,,,,,1,AZ,0.5725417259568399,287766800.0,1886400.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBSI,2025-09-03,4010.0,10400.0,,1.0,,,,,,,0,LG,0.7601400781943345,31691000.0,0.0,2.0,3.0,5.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBSS,2025-09-03,272.0,11400.0,,1.0,,,,,,,1,CC,0.542702025475047,1039600.0,0.0,4.0,4.0,8.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBTN,2025-09-03,1270.0,13531800.0,,1.0,,,,,,,0,OD,0.2786366840573591,2365300000.0,-520812500.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BBYB,2025-09-03,326.0,66288200.0,,1.0,,,,,,,1,ZP,0.3207822616518126,3564609800.0,-1701269400.0,10.0,7.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BCAP,2025-09-03,71.0,37693100.0,,1.0,,,,,,,1,BQ,0.3255219282511117,156161300.0,-39629400.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BCIC,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
BCIP,2025-09-03,93.0,3674500.0,,1.0,,,,,,,1,TF,0.5357090397156249,93000000.0,488200.0,8.0,10.0,18.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BDKR,2025-09-03,158.0,36259500.0,,1.0,,,,,,,1,XL,0.1645062417206658,252094300.0,-57196100.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BDMN,2025-09-03,2510.0,454900.0,,1.0,,,,,,,0,YP,0.5019149682756082,436267000.0,57644000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BEBS,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
BEEF,2025-09-03,318.0,17566100.0,,1.0,,,,,,,1,AT,0.5080878367712128,980381800.0,468435600.0,7.0,10.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BEER,2025-09-03,108.0,1527100.0,,1.0,,,,,,,1,AO,0.325944649490857,21689400.0,-207100.0,10.0,8.0,18.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BEKS,2025-09-03,25.0,338214200.0,,1.0,,,,,,,1,SQ,0.2353519800307174,1208270000.0,-1302282500.0,10.0,2.0,12.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BELI,2025-09-03,364.0,541400.0,,1.0,,,,,,,1,EP,0.4398629874485005,18363400.0,0.0,10.0,5.0,15.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BELL,2025-09-03,70.0,652993500.0,,1.0,,,,,,,1,CC,0.435659835098703,1160632000.0,126931000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BESS,2025-09-03,1030.0,95300.0,,1.0,,,,,,,0,PG,0.7396413781140911,68226000.0,0.0,7.0,7.0,14.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BEST,2025-09-03,119.0,36106200.0,,1.0,,,,,,,1,YP,0.3107926233417739,641180100.0,-394073100.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BFIN,2025-09-03,755.0,17170500.0,,1.0,,,,,,,0,PD,0.19458876956734,1466146500.0,-1845492000.0,10.0,9.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BGTG,2025-09-03,113.0,26959100.0,,1.0,,,,,,,1,XL,0.2307890807215054,319107700.0,-8506400.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BHAT,2025-09-03,900.0,1564800.0,,1.0,,,,,,,0,XA,0.3403030195794933,134630000.0,47418000.0,8.0,10.0,18.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BHIT,2025-09-03,37.0,19572900.0,,1.0,,,,,,,1,YU,0.5742830184191121,267983600.0,2900800.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BIKA,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
BIKE,2025-09-03,1000.0,9013600.0,,1.0,,,,,,,0,SA,0.1530293866466335,420644500.0,-105629000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BIMA,2025-09-03,72.0,208200.0,,1.0,,,,,,,1,CC,0.7863255305842958,9933100.0,0.0,2.0,9.0,11.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BINA,2025-09-03,4410.0,5500.0,,1.0,,,,,,,0,RS,1.0,24255000.0,0.0,1.0,5.0,6.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BINO,2025-09-03,121.0,1143300.0,,1.0,,,,,,,1,YP,0.7136547118950206,78231900.0,0.0,10.0,7.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BIPI,2025-09-03,81.0,121671900.0,,1.0,,,,,,,1,XA,0.6380251020378062,4312592800.0,-731760800.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BIPP,2025-09-03,50.0,200200.0,,1.0,,,,,,,1,XL,0.4046936326846033,1990000.0,0.0,4.0,5.0,9.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BIRD,2025-09-03,1795.0,1116100.0,,1.0,,,,,,,0,XL,0.2716020381025698,315058500.0,-6829000.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BISI,2025-09-03,880.0,250600.0,,1.0,,,,,,,0,XL,0.527646625150978,100914000.0,267500.0,9.0,10.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BJBR,2025-09-03,775.0,5370400.0,,1.0,,,,,,,0,NI,0.1560953071927981,216224000.0,-177481500.0,10.0,8.0,18.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BJTM,2025-09-03,510.0,3422500.0,,1.0,,,,,,,0,YP,0.4577529477762886,307217000.0,-51454000.0,10.0,9.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BKDP,2025-09-03,42.0,1821900.0,,1.0,,,,,,,1,XL,0.8213580177230908,61118400.0,0.0,10.0,4.0,14.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BKSL,2025-09-03,137.0,292411100.0,,1.0,,,,,,,1,IF,0.2116170803865582,1933322600.0,-408833700.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BKSW,2025-09-03,68.0,9454800.0,,1.0,,,,,,,1,YP,0.3056621748944105,61087900.0,-1393100.0,10.0,9.0,19.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BLES,2025-09-03,159.0,5710900.0,,1.0,,,,,,,1,XC,0.5163560981546503,305901900.0,-26956200.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BLOG,2025-09-03,,,,,,,,,,,0,,,,,,,,,2025-09-03,,0,,0
BLTA,2025-09-03,44.0,24139400.0,,1.0,,,,,,,1,XL,0.3450737337037828,213127200.0,-20094800.0,10.0,10.0,20.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BLTZ,2025-09-03,1800.0,200.0,,1.0,,,,,,,0,,,,,,,,,2025-09-01,,2,,1
BLUE,2025-09-03,318.0,207300.0,,1.0,,,,,,,1,XL,0.5533924815385696,26783200.0,0.0,8.0,6.0,14.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BMAS,2025-09-03,720.0,24300.0,,1.0,,,,,,,0,ZP,0.3129990418396678,1470000.0,0.0,7.0,5.0,12.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BMBL,2025-09-03,40.0,13531400.0,,1.0,,,,,,,1,DR,0.4055820777129426,122303600.0,6149000.0,8.0,10.0,18.0,0.0,2025-09-03,2025-09-03,0,0.0,0
BMHS,2025-09-03,187.0,1907100.0,,1.0,,,,,,,1,XL,0.1851314734435797,54535400.0,-11487200.0,10.0,7.0,17.0,0.0,2025-09-03,2025-09-03,0,0.0,0
