symbol,date,close,volume,ret_1,vol_ratio,ret_1_lag1,ret_1_lag2,ret_1_lag3,vol_ratio_lag1,vol_ratio_lag2,vol_ratio_lag3,is_price_lt_500,top_buyer,top_buyer_concentration,top_buyer_net_value,total_net_value,num_buyers,num_sellers,num_brokers,retail_broker_ratio,price_source_date,broker_source_date,age_price_days,age_broker_days,is_market_closed
AADI,2025-09-05,7250.0,13726000.0,0.0,0.7085849981931753,0.010452961672473782,,,0.6184693716628743,1.0,,0,AK,0.3226688761075931,15865890000.0,6809832500.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,1,1.0,1
AALI,2025-09-05,7350.0,890700.0,0.0,0.7953151973331747,0.006849315068493178,,,0.7214774614231907,1.0,,0,YU,0.312793191677184,1133867500.0,267255000.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,1,1.0,1
ABBA,2025-09-05,42.0,1293800.0,0.0,1.168462881570233,0.0,,,1.2759368836291913,1.0,,1,AK,0.7756614668620184,37800000.0,0.0,9.0,5.0,14.0,0.0,2025-09-04,2025-09-04,1,1.0,1
ABDA,2025-09-05,3400.0,100.0,0.0,1.0,0.0,,,1.0,1.0,,0,,,,,,,,,2025-09-01,,4,,1
ABMM,2025-09-05,2960.0,481700.0,0.0,0.8849898952783392,0.0,,,0.8368658790826963,1.0,,0,AK,0.4563575036096649,228516000.0,15616000.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,1,1.0,1
ACES,2025-09-05,440.0,50209300.0,0.0,0.854027957714736,0.00917431192660545,,,0.7959357725884205,1.0,,1,ZP,0.288045679864894,3921478600.0,26933200.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,1,1.0,1
ACRO,2025-09-05,85.0,49378000.0,0.0,1.354548812915827,0.011904761904761862,,,1.6464162821094188,1.0,,1,CC,0.3194152512769314,197781700.0,-27663500.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,1,1.0,1
ACST,2025-09-05,144.0,28347000.0,0.0,0.4130371325923944,-0.07692307692307687,,,0.319322041917284,1.0,,1,CC,0.2388156891020026,316980900.0,-299609800.0,10.0,9.0,19.0,0.0,2025-09-04,2025-09-04,1,1.0,1
ADCP,2025-09-05,62.0,254052300.0,0.0,0.3774302843574577,-0.10144927536231885,,,0.28783241269526016,1.0,,1,PD,0.2688272152412401,597876700.0,-285525600.0,10.0,10.0,20.0,0.0,2025-09-04,2025-09-04,1,1.0,1
ADES,2025-09-05,13725.0,4500.0,0.0,0.678391959798995,0.003656307129798808,,,0.5844155844155844,1.0,,0,XL,0.5815985412551284,19137500.0,0.0,5.0,3.0,8.0,0.0,2025-09-04,2025-09-04,1,1.0,1
