date,symbol,total_buy_value,total_sell_value,total_net_value,num_brokers,top_buyer_concentration,top_buyer,top_buyer_net_value,num_buyers,num_sellers,retail_broker_ratio
2025-08-29,BBCA,840450345000.0,1146430462500.0,-305980117500.0,20,0.3823754691896759,YP,174624975000.0,10,10,0.2
2025-08-29,BBNI,128497657000.0,120131034000.0,8366623000.0,20,0.5910900461009962,BK,45271880000.0,10,10,0.25
2025-08-29,BBRI,360698678000.0,349089618000.0,11609060000.0,20,0.6094197633848827,BK,147961198000.0,10,10,0.2
2025-08-29,TLKM,96779902000.0,91211609000.0,5568293000.0,20,0.5574973510512544,CC,36415988000.0,10,10,0.2
